tip	date	distance	residual
MW355673/ZWE/cattle/1989/SAT2	1989.0	0.140969474	-0.5252073677208096
JF749864/Unknown/Unknown/2003/SAT2	2003.0	0.09957585799999999	-0.6025902928428405
JF749862/Unknown/Unknown/2002/SAT2	2002.0	2.4280836347000005	1.728488148794448
HM067705/UGA/african-buffalo/2007/SAT2	2007.0	2.4174841581000006	1.7050353475080087
HM067704/UGA/african-buffalo/2007/SAT2	2007.0	2.4242619804000007	1.7118131698080088
KC440884/EGY/Unknown/2012/SAT2	2012.0	2.458525939800001	1.7332238045215687
JX014255/EGY/Unknown/2012/SAT2	2012.0	2.4603409741000006	1.7350388388215685
MT602089/EGY/cattle/2018/SAT2	2018.0	2.4603469530000006	1.7196208280978413
JX014256/PSE/cattle/2012/SAT2	2012.0	2.460335911400001	1.7350337761215688
MW715629/NER/cow/2017/SAT2	2017.0	2.4996665235000006	1.7615110635351292
MW715628/NER/cow/2017/SAT2	2017.0	2.4996665235000006	1.7615110635351292
MW715627/NER/cow/2017/SAT2	2017.0	2.5052077256000005	1.767052265635129
MW715626/NER/cow/2017/SAT2	2017.0	2.5052077256000005	1.767052265635129
MW715624/NER/cow/2017/SAT2	2017.0	2.505223182300001	1.7670677223351294
MW715623/NER/cow/2017/SAT2	2017.0	2.5089172394000006	1.7707617794351291
MN103523/NER/cow/2014/SAT2	2014.0	2.471137292800001	1.740693827646993
MW715622/NER/cow/2018/SAT2	2018.0	2.4641782275000006	1.7234521025978413
OQ401874/NER/cattle/2020/SAT2	2020.0	2.4567349469000006	1.7108674921232656
OQ401867/NER/cattle/2020/SAT2	2020.0	2.4567349469000006	1.7108674921232656
OQ401865/NER/cattle/2020/SAT2	2020.0	2.4567349469000006	1.7108674921232656
OQ401872/NER/cattle/2020/SAT2	2020.0	2.4567346204000007	1.7108671656232657
OQ401873/NER/cattle/2020/SAT2	2020.0	2.4548958942000008	1.7090284394232658
OQ401869/NER/cattle/2020/SAT2	2020.0	2.4548958942000008	1.7090284394232658
OQ401866/NER/cattle/2020/SAT2	2020.0	2.4548958942000008	1.7090284394232658
OQ401868/NER/cattle/2020/SAT2	2020.0	2.4548958942000008	1.7090284394232658
OQ401871/NER/cattle/2020/SAT2	2020.0	2.454897815900001	1.7090303611232658
MT602090/ETH/cattle/2015/SAT2	2015.0	2.469980472400001	1.7369663423097053
OQ557397/ETH/cow/2022/SAT2	2022.0	2.394189887100001	1.6431811024486902
OQ557396/ETH/cattle/1991/SAT2	1991.0	2.3843665864000005	1.7130484148046152
AJ251473/KEN/Unknown/1957/SAT2	1957.0	2.216275842100001	1.6323602783724045
AY593849/KEN/Unknown/1960/SAT2	1960.0	2.1792260051000003	1.5875984465605404
KM268900/TZA/cattle/2012/SAT2	2012.0	0.32871428789999996	-0.39658784737843217
MN116692/KEN/cow/2014/SAT2	2014.0	0.32695450579999996	-0.4034889593530079
OM562501/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562495/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562493/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562498/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562497/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562496/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562494/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562499/KEN/cow/2016/SAT2	2016.0	0.3458978443	-0.3896869507275836
OM562500/KEN/cow/2016/SAT2	2016.0	0.345897804	-0.3896869910275836
OM562577/KEN/cow/2016/SAT2	2016.0	0.30112283689999997	-0.4344619581275836
OM562544/KEN/cow/2016/SAT2	2016.0	0.3084615219	-0.4271232731275836
OM562476/KEN/cow/2016/SAT2	2016.0	0.30666491179999994	-0.4289198832275836
OM562474/KEN/cow/2016/SAT2	2016.0	0.30666491179999994	-0.4289198832275836
OM562475/KEN/cow/2016/SAT2	2016.0	0.30666491179999994	-0.4289198832275836
OM562581/KEN/cow/2016/SAT2	2016.0	0.30670222499999994	-0.4288825700275836
OM562592/KEN/cow/2016/SAT2	2016.0	0.29904911459999994	-0.4365356804275836
OM562552/KEN/cow/2016/SAT2	2016.0	0.3008976248	-0.4346871702275836
OM562569/KEN/cow/2016/SAT2	2016.0	0.29904867059999996	-0.4365361244275836
OM562588/KEN/cow/2016/SAT2	2016.0	0.30089858449999995	-0.4346862105275836
OM562551/KEN/cow/2016/SAT2	2016.0	0.3008931371	-0.4346916579275836
OM562589/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562548/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562553/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562510/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562513/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562511/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562512/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562509/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
OM562508/KEN/cow/2016/SAT2	2016.0	0.2972133943	-0.43837140072758357
