tip	date	distance	residual
OQ211400_Unknown_cattle_2007_O	2007.0	0.27985258925908174	-0.014597019476110473
OQ211393_Unknown_goat_2007_O	2007.0	0.2792322293590817	-0.015217379376110507
OQ211381_Unknown_gazelle_2007_O	2007.0	0.27860109405908173	-0.01584851467611048
OQ211365_Unknown_sheep_2007_O	2007.0	0.27858645565908174	-0.01586315307611047
OQ211373_Unknown_goat_2007_O	2007.0	0.27795944265908173	-0.01649016607611048
KC440883_EGY_Unknown_2011_O	2011.0	0.31003754015908175	0.005406955976531014
HM229661_HKG_pig_2010_O	2010.0	0.3297393978590817	0.02765405753837058
MN389541_CHN_pig_2010_O	2010.0	0.3303964714590817	0.028311131138370582
JQ900581_CHN_pig_2010_O	2010.0	0.3272318922590817	0.02514655193837062
JQ973889_CHN_cow_2010_O	2010.0	0.3302876651590817	0.028202324838370596
ON868617_VNM_pig_2019_O	2019.0	0.3889230737590817	0.06393053868181392
ON868615_VNM_pig_2018_O	2018.0	0.3914492757590817	0.06900198454365358
ON868607_VNM_pig_2019_O	2019.0	0.3959300028590817	0.07093746778181392
ON868593_VNM_pig_2018_O	2018.0	0.3908154657590817	0.06836817454365357
OK318524_VNM_pig_2018_O	2018.0	0.3914451657590817	0.06899787454365358
MH845413_VNM_pig_2014_O	2014.0	0.3624433796590817	0.050177063891012064
KX534089_KOR_pig_2016_O	2016.0	0.3659954522590817	0.048638648767332815
KX162590_KOR_pig_2014_O	2014.0	0.3563279610590817	0.044061645291012086
LC149717_JPN_cow_2010_O	2010.0	0.3278581124590817	0.025772772138370592
LC149669_JPN_cow_2010_O	2010.0	0.3278581958590817	0.02577285553837061
LC149704_JPN_cow_2010_O	2010.0	0.3284820286590817	0.02639668833837061
LC149638_JPN_cow_2010_O	2010.0	0.3284805266590817	0.02639518633837057
LC149653_JPN_pig_2010_O	2010.0	0.3272321670590817	0.025146826738370598
LC149650_JPN_cow_2010_O	2010.0	0.3272299995590817	0.025144659238370615
LC149660_JPN_cow_2010_O	2010.0	0.3303630307590817	0.028277690438370584
LC149647_JPN_cow_2010_O	2010.0	0.3278540507590817	0.02576871043837059
LC036265_JPN_cattle_2010_O	2010.0	0.3303681940590817	0.028282853738370584
LC149676_JPN_pig_2010_O	2010.0	0.3284742781590817	0.026388937838370596
HM055510_VNM_Unknown_2009_O	2009.0	0.3251531443590817	0.02561304790021024
KF112881_MNG_cattle_2010_O	2010.0	0.3237789446590817	0.021693604338370587
AY593812_PHL_Unknown_1958_O	1958.0	0.25256760425908176	0.08283494475403053
OQ427394_ARG_cow_1993_O	1993.0	0.2794117181590817	0.02059552348964433
KJ560296_GBR_cattle_2007_O	2007.0	0.2818200248590817	-0.012629583876110517
KJ560293_GBR_cattle_2007_O	2007.0	0.28119726995908173	-0.013252338776110484
KJ560286_GBR_cattle_2007_O	2007.0	0.2811954148590817	-0.013254193876110487
JX570650_GBR_cattle_2007_O	2007.0	0.28119401745908174	-0.013255591276110479
EU448368_GBR_cow_1967_O	1967.0	0.2793122050590817	0.08667235079747382
AY593837_URY_Unknown_1963_O	1963.0	0.2742883718590817	0.09182949304483234
JX869177_GBR_cattle_1967_O	1967.0	0.2762125830590817	0.0835727287974738
NC_039210_GBR_Unknown_1965_O	1965.0	0.2661376033590817	0.07858823682115307
KY072818_CHN_cattle_1959_O	1959.0	0.01106810045908171	-0.16120980290780915
AF511039_Unknown_Unknown_1958_O	1958.0	0.00246132404091829	-0.16727133546413295
EF175732_CHN_Unknown_1999_O	1999.0	0.2498580634590817	-0.024229594381393466
AY317098_Unknown_Unknown_2002_O	2002.0	0.2381699922590817	-0.043553397166912367
EU400597_CHN_Unknown_2001_O	2001.0	0.2437015992590817	-0.03547654630507274
AF026168_TWN_Unknown_1997_O	1997.0	0.23637519575908172	-0.03262197435771419
AY686687_Unknown_Unknown_2001_O	2001.0	0.2360519451590817	-0.04312620040507273
ON736860_UGA_cow_2015_O	2015.0	0.27732423745908175	-0.03748732217082751
