tip	date	distance	residual
AY593824/KOR/Unknown/2000/O/ME-SA/PanAsia	2000.0	0.33197035529108665	-0.012797047520146654
AH012985/KOR/Unknown/2000/O/ME-SA/PanAsia	2000.0	0.3329003552910867	-0.011867047520146612
AH012984/KOR/Unknown/2000/O/ME-SA/PanAsia	2000.0	0.3455003552910867	7.329524798533882E-4
KF694738/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3386803552910867	-0.007243225675131304
KF694746/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3407203552910867	-0.005203225675131318
KF694742/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3411603552910867	-0.004763225675131322
KF694737/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3407203552910867	-0.005203225675131318
KF694735/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3402703552910867	-0.005653225675131324
KF694743/KOR/pig/2002/O/ME-SA/PanAsia	2002.0	0.3402703552910867	-0.005653225675131324
KF694744/KOR/cow/2002/O/ME-SA/PanAsia	2002.0	0.3416103552910867	-0.004313225675131316
EF614457/KOR/cattle/2002/O/ME-SA/PanAsia	2002.0	0.3420703552910867	-0.0038532256751313
MZ493234/PAK/cattle/2018/A/ASIA/Iran-05	2018.0	0.3623403552910867	0.0071673490849897825
MZ493232/PAK/cattle/2017/A/ASIA/Iran-05	2017.0	0.33358035529108665	-0.02101456183751782
MH784404/PAK/water-buffalo/2017/O/ME-SA/PanAsia-2	2017.0	0.3302303552910867	-0.024364561837517784
MH784403/PAK/cattle/2016/O/ME-SA/PanAsia-2	2016.0	0.33288035529108667	-0.021136472760025338
MH784405/PAK/cattle/2017/O/ME-SA/PanAsia-2	2017.0	0.32938035529108667	-0.0252145618375178
OM456150/PAK/buffalo/2010/O/ME-SA/PanAsia-2	2010.0	0.3203403552910867	-0.03020793829507079
OM456147/PAK/cattle/2011/O/ME-SA/PanAsia-2	2011.0	0.3231703552910867	-0.027956027372563252
OM456139/PAK/buffalo/2011/O/ME-SA/PanAsia-2	2011.0	0.3237303552910867	-0.027396027372563247
OM456140/PAK/buffalo/2011/O/ME-SA/PanAsia-2	2011.0	0.3097503552910867	-0.04137602737256324
OM456146/PAK/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3166303552910867	-0.03391793829507078
OM456144/PAK/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3189803552910867	-0.03156793829507076
MN062579/IRN/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3106503552910867	-0.03989793829507077
OM456138/PAK/buffalo/2009/O/ME-SA/PanAsia-2	2009.0	0.3083903552910867	-0.04157984921757829
OM456141/PAK/buffalo/2011/O/ME-SA/PanAsia-2	2011.0	0.30794035529108665	-0.043186027372563274
OM456142/PAK/buffalo/2011/O/ME-SA/PanAsia-2	2011.0	0.3097403552910867	-0.04138602737256325
OM455484/PAK/buffalo/2012/A/ASIA/Iran-05	2012.0	0.3316403552910867	-0.02006411645005568
KM268896/TUR/cattle/2013/A/ASIA/Iran-05	2013.0	0.3377103552910867	-0.014572205527548177
MN062585/TUR/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.31939035529108667	-0.031157938295070797
JX040492/TUR/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3184503552910867	-0.032097938295070794
JX040501/ISR/cattle/2011/O/ME-SA/PanAsia-2	2011.0	0.31989035529108667	-0.031236027372563258
JX040500/TUR/cattle/2011/O/ME-SA/PanAsia-2	2011.0	0.3206803552910867	-0.030446027372563245
JX040499/TUR/cattle/2011/O/ME-SA/PanAsia-2	2011.0	0.31975035529108664	-0.03137602737256329
JX040497/TUR/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.31656035529108667	-0.033987938295070796
JX040491/TUR/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3161003552910867	-0.03444793829507076
JX040496/TUR/cattle/2010/O/ME-SA/PanAsia-2	2010.0	0.3161003552910867	-0.03444793829507076
JX040490/BGR/cattle/2011/O/ME-SA/PanAsia-2	2011.0	0.32153035529108664	-0.029596027372563283
