tip	date	distance	residual
AY593824/KOR/Unknown/2000/O	2000.0	1.3723565549126593	0.03129726448214232
AJ539139/KOR/Unknown/2000/O	2000.0	1.3718866650126593	0.030827374582142353
AH012985/KOR/Unknown/2000/O	2000.0	1.3747791357126593	0.033719845282142336
AH012984/KOR/Unknown/2000/O	2000.0	1.3820771699126593	0.041017879482142305
KF694738/KOR/pig/2002/O	2002.0	1.3832928019126594	0.03841990134050155
KF694732/KOR/pig/2002/O	2002.0	1.3832971800126592	0.03842427944050142
KF694746/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694742/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694734/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694743/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694731/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694733/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694735/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694736/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694740/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694745/KOR/pig/2002/O	2002.0	1.3801943867126591	0.035321486140501346
KF694744/KOR/cow/2002/O	2002.0	1.3820925457126592	0.037219645140501356
EF614457/KOR/cattle/2002/O	2002.0	1.3830358659126594	0.038162965340501565
KF694739/KOR/pig/2002/O	2002.0	1.3806679555126593	0.0357950549405015
KF694741/KOR/pig/2002/O	2002.0	1.3806626725126594	0.03578977194050159
KF694737/KOR/pig/2002/O	2002.0	1.3811338777126592	0.03626097714050136
HM008917/CHN/pig/2005/O	2005.0	1.3962756681126591	0.045682352328039855
HQ009509/CHN/pig/1999/O	1999.0	1.4094794688126593	0.07032698345296295
MZ493234/PAK/cattle/2018/A	2018.0	1.1577746106126592	-0.21760717109262617
MZ493233/PAK/cattle/2018/A	2018.0	1.1577746106126592	-0.21760717109262617
MZ493232/PAK/cattle/2017/A	2017.0	1.1509073796126592	-0.2225675970218055
JF749841/Unknown/Unknown/2006/A	2006.0	1.1581744053126592	-0.19432571554278022
MN062586/AFG/cattle/2009/A	2009.0	1.1896267717126592	-0.16859376435524176
EF494486/TUR/cattle/2005/A	2005.0	1.1568388243126593	-0.19375449147196
EF117837/PAK/cattle/2006/A	2006.0	1.1747900722126592	-0.17771004864278028
EF494487/PAK/cattle/2006/A	2006.0	1.1609967027126593	-0.19150341814278016
OM455482/PAK/cattle/2009/A	2009.0	1.1796901217126592	-0.17853041435524175
OM455480/PAK/cattle/2008/A	2008.0	1.1796886125126593	-0.17662511848442097
EF494488/PAK/cattle/2006/A	2006.0	1.1436984635126592	-0.20880165734278022
KC440882/EGY/Unknown/2012/A	2012.0	1.1609478786126592	-0.20299307266770317
OQ356348/IRQ/cow/2017/A	2017.0	1.1544803978126592	-0.2189945788218055
JN099688/IRQ/cattle/2009/A	2009.0	1.1544803978126592	-0.20374013825524173
MG334583/IRQ/cow/2009/A	2009.0	1.1544807274126594	-0.20373980865524155
JN099694/IRQ/cattle/2009/A	2009.0	1.1549590227126592	-0.20326151335524179
JN099699/IRQ/cattle/2009/A	2009.0	1.1511375472126593	-0.20708298885524168
JN099697/IRQ/cattle/2009/A	2009.0	1.1511361570126593	-0.20708437905524169
JN099698/IRQ/cattle/2009/A	2009.0	1.1544753635126592	-0.20374517255524172
MN062587/PAK/cattle/2009/A	2009.0	1.1570878250126593	-0.20113271105524166
KM268896/TUR/cattle/2013/A	2013.0	1.1802090846126592	-0.18563867173852389
JN006722/Unknown/Unknown/2008/A	2008.0	1.1438938223126593	-0.21241990868442095
OM455484/PAK/buffalo/2012/A	2012.0	1.1466742391126592	-0.2172667121677032
OM455479/PAK/cattle/2012/A	2012.0	1.1466742391126592	-0.2172667121677032
OM455483/PAK/cattle/2012/A	2012.0	1.1466738663126592	-0.2172670849677032
OM455473/PAK/buffalo/2012/A	2012.0	1.1539595801126592	-0.2099813711677032
OM455467/PAK/buffalo/2012/A	2012.0	1.1471517808126592	-0.21678917046770318
OM455471/PAK/buffalo/2012/A	2012.0	1.1471539232126593	-0.2167870280677031
OM455470/PAK/buffalo/2012/A	2012.0	1.1471539232126593	-0.2167870280677031
OM455469/PAK/buffalo/2012/A	2012.0	1.1540156917126594	-0.20992525956770303
OM455478/PAK/buffalo/2012/A	2012.0	1.1476363836126593	-0.21630456766770312
OM455477/PAK/buffalo/2012/A	2012.0	1.1471552230126592	-0.21678572826770326
OM455474/PAK/buffalo/2012/A	2012.0	1.1452329369126593	-0.21870801436770315
OM455475/PAK/buffalo/2012/A	2012.0	1.1447501762126593	-0.21919077506770313
OM455472/PAK/buffalo/2012/A	2012.0	1.1452247401126594	-0.218716211167703
OM455468/PAK/buffalo/2012/A	2012.0	1.1584720613126593	-0.20546888996770307
OM455476/PAK/buffalo/2012/A	2012.0	1.1517621071126594	-0.21217884416770305
OM455466/PAK/buffalo/2012/A	2012.0	1.1521399732126594	-0.21180097806770304
OM455465/PAK/buffalo/2012/A	2012.0	1.1492727769126594	-0.21466817436770302
OM455481/PAK/buffalo/2012/A	2012.0	1.1494845103126592	-0.21445644096770322
PP273559/IND/elephant/1988/A	1988.0	1.1181135971126592	-0.20006403246801185
HQ832577/IND/Unknown/1999/A	1999.0	1.1265558041126593	-0.212596681247037
ON652984/VNM/cow/2015/A	2015.0	1.1850744802126592	-0.18458688628016473
ON652968/VNM/cow/2015/A	2015.0	1.1845953787126593	-0.1850659877801646
ON652983/VNM/cow/2015/A	2015.0	1.1865135977126593	-0.1831477687801646
ON652980/VNM/cow/2015/A	2015.0	1.1841229214126594	-0.18553844508016448
ON652978/VNM/cow/2015/A	2015.0	1.1836466279126592	-0.1860147385801647
ON652982/VNM/cow/2015/A	2015.0	1.1845993056126594	-0.18506206088016453
ON652979/VNM/cow/2015/A	2015.0	1.1846015142126594	-0.18505985228016453
ON652965/VNM/cow/2015/A	2015.0	1.1860398649126593	-0.18362150158016455
ON652977/VNM/cow/2015/A	2015.0	1.1860237106126592	-0.18363765588016467
ON652975/VNM/cow/2015/A	2015.0	1.1845932524126592	-0.18506811408016466
ON652974/VNM/cow/2015/A	2015.0	1.1860264564126592	-0.18363491008016464
ON652976/VNM/cow/2015/A	2015.0	1.1855464960126594	-0.1841148704801645
OK205899/VNM/cattle/2015/A	2015.0	1.1860279195126593	-0.1836334469801646
ON652973/VNM/water-buffalo/2015/A	2015.0	1.1836427187126592	-0.18601864778016464
ON652981/VNM/cow/2015/A	2015.0	1.1826921669126593	-0.18696919958016456
ON652972/VNM/cow/2015/A	2015.0	1.1841212591126593	-0.18554010738016458
ON652970/VNM/cow/2015/A	2015.0	1.1845971241126594	-0.1850642423801645
ON652969/VNM/cow/2015/A	2015.0	1.1845972340126594	-0.1850641324801645
ON652971/VNM/cow/2015/A	2015.0	1.1841182006126592	-0.18554316588016473
ON868621/VNM/cow/2017/A	2017.0	1.1971851502126594	-0.17628982642180535
ON652967/VNM/cow/2013/A	2013.0	1.1689322910126592	-0.1969154653385239
OK318499/VNM/cattle/2016/A	2016.0	1.1921880138126593	-0.17938015775098481
OK205900/VNM/cattle/2015/A	2015.0	1.1817995355126594	-0.1878618309801645
OK205895/VNM/cattle/2014/A	2014.0	1.1713619699126592	-0.19639259150934407
OK205906/VNM/cattle/2013/A	2013.0	1.1723082538126592	-0.1935395025385238
OK205898/VNM/cattle/2013/A	2013.0	1.1723082538126592	-0.1935395025385238
KY322675/LAO/cattle/2014/A	2014.0	1.1737663410126593	-0.19398822040934394
KY322677/MYS/cattle/2013/A	2013.0	1.1718398232126592	-0.19400793313852382
LC564911/THA/cow/2013/A	2013.0	1.1694129992126592	-0.19643475713852387
OK205894/VNM/buffalo/2014/A	2014.0	1.1689308049126592	-0.19882375650934403
OK318500/VNM/cattle/2017/A	2017.0	1.1930634247126592	-0.18041155192180547
MT340199/VNM/cattle/2017/A	2017.0	1.1930633860126594	-0.18041159062180534
MT340200/VNM/cattle/2017/A	2017.0	1.1901748317126593	-0.18330014492180546
MT340197/VNM/cattle/2017/A	2017.0	1.1896964502126592	-0.18377852642180548
MT340221/VNM/cattle/2018/A	2018.0	1.2082704150126593	-0.16711136669262605
MT340205/VNM/cattle/2018/A	2018.0	1.1999211143126594	-0.175460667392626
MT340223/VNM/cattle/2019/A	2019.0	1.2036267705126593	-0.17366181626344623
MT340220/VNM/cattle/2018/A	2018.0	1.2088304836126593	-0.16655129809262603
MT340210/VNM/cattle/2018/A	2018.0	1.2009729896126593	-0.17440879209262605
MT340209/VNM/cattle/2018/A	2018.0	1.1999928567126592	-0.17538892499262615
MT340216/VNM/cattle/2018/A	2018.0	1.2050479041126594	-0.17033387759262597
MT340208/VNM/cattle/2018/A	2018.0	1.1993077631126594	-0.17607401859262595
MT340207/VNM/cattle/2018/A	2018.0	1.2013738156126592	-0.17400796609262614
MT340206/VNM/cattle/2018/A	2018.0	1.1996261358126592	-0.17575564589262616
MT340204/VNM/cattle/2018/A	2018.0	1.2023738864126594	-0.17300789529262595
MT340224/VNM/buffalo/2018/A	2018.0	1.2015409825126593	-0.17384079919262607
MT340222/VNM/cattle/2019/A	2019.0	1.2048621545126592	-0.17242643226344634
MT340218/VNM/cattle/2018/A	2018.0	1.2073743097126592	-0.1680074719926261
MT340217/VNM/cattle/2018/A	2018.0	1.2038325552126592	-0.17154922649262616
MT340219/VNM/cattle/2018/A	2018.0	1.2077528758126592	-0.16762890589262613
MT340213/VNM/cattle/2018/A	2018.0	1.2003663353126592	-0.17501544639262612
MT340214/VNM/cattle/2018/A	2018.0	1.1993794537126594	-0.17600232799262594
